asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,power_setup,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
APT,2024-07-10 04:00:00+00:00,6.21,-1.0,5.975108031952466,6.277073476904119,4671.195027611904,3.0,0.9937042593955994,3.502,True,2024-07-15 08:00:00+00:00,2024-07-11 11:00:00+00:00,6.277073476904119,sl,-56.525579590511384,1
APT,2024-07-11 11:00:00+00:00,6.3,-1.0,6.114043858629035,6.353099835882428,3694.5618373966395,3.0,0.9241664409637451,3.502,False,2024-07-16 15:00:00+00:00,2024-07-11 15:00:00+00:00,6.114043858629035,tp,105.35725774017492,1
ICP,2024-07-11 10:00:00+00:00,7.517,-1.0,7.208574322147463,7.60507105135197,3503.396270708928,3.0,0.9622217416763306,3.502,True,2024-07-16 14:00:00+00:00,2024-07-12 07:00:00+00:00,7.208574322147463,tp,140.2424291356304,1
ICP,2024-07-13 06:00:00+00:00,7.919,-1.0,7.555875474977829,8.022690324726067,3636.339002393899,3.0,0.9962238073348999,3.502,True,2024-07-18 10:00:00+00:00,2024-07-13 07:00:00+00:00,8.022690324726067,sl,-52.340976272286,1
ATOM,2024-07-13 05:00:00+00:00,6.21,-1.0,6.09744759864389,6.2421393743498905,4848.4520031918655,3.0,0.9677649736404419,3.502,True,2024-07-18 09:00:00+00:00,2024-07-13 09:00:00+00:00,6.2421393743498905,sl,-31.39577567952143,1
ADA,2024-07-13 04:00:00+00:00,0.4245,-1.0,0.39967974870964385,0.431587430726202,3878.761602553493,3.0,0.9392297863960266,3.502,False,2024-07-18 08:00:00+00:00,2024-07-13 12:00:00+00:00,0.431587430726202,sl,-69.80199941559306,1
ADA,2024-07-13 12:00:00+00:00,0.4339,-1.0,0.407650822570688,0.44139546104403543,3763.607539027943,3.0,0.9452947378158569,3.502,False,2024-07-18 16:00:00+00:00,2024-07-13 16:00:00+00:00,0.44139546104403543,sl,-69.90760958368625,1
ICP,2024-07-13 15:00:00+00:00,8.295,-1.0,7.592580150702825,8.495576213526787,3528.382067838696,3.0,0.9726256132125854,3.502,True,2024-07-18 19:00:00+00:00,2024-07-14 01:00:00+00:00,8.495576213526787,sl,-89.90449946611693,1
TRX,2024-07-13 16:00:00+00:00,0.14134,-1.0,0.13806521447880396,0.1422751160571716,4638.971039800223,3.0,0.9514813423156738,3.502,True,2024-07-18 20:00:00+00:00,2024-07-14 04:00:00+00:00,0.13806521447880396,tp,102.84394387731791,1
APT,2024-07-14 07:00:00+00:00,6.6,-1.0,6.378810063421905,6.663160857418046,2480.587610099052,2.0,0.899328887462616,3.502,False,2024-07-19 11:00:00+00:00,2024-07-14 10:00:00+00:00,6.663160857418046,sl,-26.963557886225647,1
OP,2024-07-14 16:00:00+00:00,1.767,-1.0,1.6577752348578965,1.7981891667604157,3700.6587467339095,3.0,0.9419551491737366,3.502,False,2024-07-19 20:00:00+00:00,2024-07-14 20:00:00+00:00,1.7981891667604157,sl,-70.13086925998745,1
LTC,2024-07-13 04:00:00+00:00,70.41,-1.0,67.3642341476503,71.27971941719008,2585.8410683689954,2.0,0.9088836312294006,3.502,False,2024-07-18 08:00:00+00:00,2024-07-15 16:00:00+00:00,71.27971941719008,sl,-35.302456716930614,1
SUI,2024-07-14 04:00:00+00:00,0.7987,-1.0,0.7453012259305272,0.8139480370828699,4651.101768935723,3.0,0.9708372950553894,3.502,True,2024-07-19 08:00:00+00:00,2024-07-15 16:00:00+00:00,0.8139480370828699,sl,-94.84093868365777,1
OP,2024-07-14 20:00:00+00:00,1.801,-1.0,1.6906007750176588,1.8325245341449363,3648.0605947889185,3.0,0.9364567399024963,3.502,False,2024-07-20 00:00:00+00:00,2024-07-15 20:00:00+00:00,1.8325245341449363,sl,-68.59778737023848,1
LTC,2024-07-15 16:00:00+00:00,71.46,-1.0,69.04257016217746,72.15029786647156,4438.066310298096,3.0,0.9942917823791504,3.502,True,2024-07-20 20:00:00+00:00,2024-07-15 20:00:00+00:00,72.15029786647156,sl,-48.64085067663295,1
LTC,2024-07-15 20:00:00+00:00,72.29,-1.0,69.80601743789732,72.99930201826108,4328.155087129155,3.0,0.9938862919807434,3.502,True,2024-07-21 00:00:00+00:00,2024-07-16 00:00:00+00:00,72.99930201826108,sl,-48.09401257809882,1
AVAX,2024-07-15 20:00:00+00:00,27.82,-1.0,26.150309593795445,28.29678063166012,4328.155087129155,3.0,0.9958553910255432,3.502,True,2024-07-21 00:00:00+00:00,2024-07-16 12:00:00+00:00,28.29678063166012,sl,-79.80275245310968,1
SUI,2024-07-16 00:00:00+00:00,0.8606,-1.0,0.8001740412197719,0.8778546519335848,4283.066950337187,3.0,0.9552773833274841,3.502,True,2024-07-21 04:00:00+00:00,2024-07-16 16:00:00+00:00,0.8778546519335848,sl,-91.44159781432353,1
